item_name,color,category,material,reference_month,color_current,category_current,material_current,avg_current,season_plus_0,season_plus_1,season_plus_2,season_plus_3,season_plus_6,months_until_peak,months_since_peak,sin_month,cos_month,best_timeframe
Linen Shoes #01074,black,shoes,linen,7,0.632381,0.19896,0.33887,0.39007,0.247996,0.127941,0.010427,0.0,0.0,11.0,1.0,-0.5,-0.866025,six_months
Linen Shoes #01075,black,shoes,linen,8,0.632381,0.19896,0.33887,0.39007,0.127941,0.010427,0.0,0.0,0.0,10.0,2.0,-0.866025,-0.5,six_months
Linen Shoes #01076,black,shoes,linen,9,0.632381,0.19896,0.33887,0.39007,0.010427,0.0,0.0,0.0,0.0,9.0,3.0,-1.0,-0.0,six_months
Linen Shoes #01077,black,shoes,linen,10,0.632381,0.19896,0.33887,0.39007,0.0,0.0,0.0,0.0,0.0,8.0,4.0,-0.866025,0.5,six_months
Linen Shoes #01078,black,shoes,linen,11,0.632381,0.19896,0.33887,0.39007,0.0,0.0,0.0,0.0,0.0,7.0,5.0,-0.5,0.866025,six_months
Linen Shoes #01079,black,shoes,linen,12,0.632381,0.19896,0.33887,0.39007,0.0,0.0,0.0,0.0,1.0,6.0,6.0,-0.0,1.0,six_months
Cotton Shorts #01092,black,shorts,cotton,1,0.632381,0.345562,0.787792,0.588578,0.067154,0.094527,0.140358,0.487737,0.811557,5.0,7.0,0.5,0.866025,six_months
Cotton Shorts #01093,black,shorts,cotton,2,0.632381,0.345562,0.787792,0.588578,0.094527,0.140358,0.487737,0.721598,0.32829,4.0,8.0,0.866025,0.5,three_months
Cotton Shorts #01094,black,shorts,cotton,3,0.632381,0.345562,0.787792,0.588578,0.140358,0.487737,0.721598,1.0,0.080351,3.0,9.0,1.0,0.0,three_months
Cotton Shorts #01095,black,shorts,cotton,4,0.632381,0.345562,0.787792,0.588578,0.487737,0.721598,1.0,0.811557,0.077259,2.0,10.0,0.866025,-0.5,next_month
Cotton Shorts #01096,black,shorts,cotton,5,0.632381,0.345562,0.787792,0.588578,0.721598,1.0,0.811557,0.32829,0.054735,1.0,11.0,0.5,-0.866025,next_week
Cotton Shorts #01097,black,shorts,cotton,6,0.632381,0.345562,0.787792,0.588578,1.0,0.811557,0.32829,0.080351,0.055263,0.0,0.0,0.0,-1.0,current
Cotton Shorts #01098,black,shorts,cotton,7,0.632381,0.345562,0.787792,0.588578,0.811557,0.32829,0.080351,0.077259,0.067154,11.0,1.0,-0.5,-0.866025,six_months
Cotton Shorts #01099,black,shorts,cotton,8,0.632381,0.345562,0.787792,0.588578,0.32829,0.080351,0.077259,0.054735,0.094527,10.0,2.0,-0.866025,-0.5,six_months
Cotton Shorts #01100,black,shorts,cotton,9,0.632381,0.345562,0.787792,0.588578,0.080351,0.077259,0.054735,0.055263,0.140358,9.0,3.0,-1.0,-0.0,six_months
Cotton Shorts #01101,black,shorts,cotton,10,0.632381,0.345562,0.787792,0.588578,0.077259,0.054735,0.055263,0.067154,0.487737,8.0,4.0,-0.866025,0.5,six_months
Cotton Shorts #01102,black,shorts,cotton,11,0.632381,0.345562,0.787792,0.588578,0.054735,0.055263,0.067154,0.094527,0.721598,7.0,5.0,-0.5,0.866025,six_months
Cotton Shorts #01103,black,shorts,cotton,12,0.632381,0.345562,0.787792,0.588578,0.055263,0.067154,0.094527,0.140358,1.0,6.0,6.0,-0.0,1.0,six_months
Denim Shorts #01104,black,shorts,denim,1,0.632381,0.345562,0.685824,0.554589,0.090073,0.111558,0.215526,0.974338,0.78587,4.0,8.0,0.5,0.866025,three_months
Denim Shorts #01105,black,shorts,denim,2,0.632381,0.345562,0.685824,0.554589,0.111558,0.215526,0.974338,1.0,0.415857,3.0,9.0,0.866025,0.5,three_months
Denim Shorts #01106,black,shorts,denim,3,0.632381,0.345562,0.685824,0.554589,0.215526,0.974338,1.0,0.977682,0.064219,2.0,10.0,1.0,0.0,next_month
Denim Shorts #01107,black,shorts,denim,4,0.632381,0.345562,0.685824,0.554589,0.974338,1.0,0.977682,0.78587,0.067208,1.0,11.0,0.866025,-0.5,next_week
Denim Shorts #01108,black,shorts,denim,5,0.632381,0.345562,0.685824,0.554589,1.0,0.977682,0.78587,0.415857,0.06417,0.0,0.0,0.5,-0.866025,current
Denim Shorts #01109,black,shorts,denim,6,0.632381,0.345562,0.685824,0.554589,0.977682,0.78587,0.415857,0.064219,0.063145,11.0,1.0,0.0,-1.0,six_months
Denim Shorts #01110,black,shorts,denim,7,0.632381,0.345562,0.685824,0.554589,0.78587,0.415857,0.064219,0.067208,0.090073,10.0,2.0,-0.5,-0.866025,six_months
Denim Shorts #01111,black,shorts,denim,8,0.632381,0.345562,0.685824,0.554589,0.415857,0.064219,0.067208,0.06417,0.111558,9.0,3.0,-0.866025,-0.5,six_months
Denim Shorts #01112,black,shorts,denim,9,0.632381,0.345562,0.685824,0.554589,0.064219,0.067208,0.06417,0.063145,0.215526,8.0,4.0,-1.0,-0.0,six_months
Denim Shorts #01113,black,shorts,denim,10,0.632381,0.345562,0.685824,0.554589,0.067208,0.06417,0.063145,0.090073,0.974338,7.0,5.0,-0.866025,0.5,six_months
Denim Shorts #01114,black,shorts,denim,11,0.632381,0.345562,0.685824,0.554589,0.06417,0.063145,0.090073,0.111558,1.0,6.0,6.0,-0.5,0.866025,six_months
Denim Shorts #01115,black,shorts,denim,12,0.632381,0.345562,0.685824,0.554589,0.063145,0.090073,0.111558,0.215526,0.977682,5.0,7.0,-0.0,1.0,six_months
Knit Shorts #01116,black,shorts,knit,1,0.632381,0.345562,0.162334,0.380092,0.072108,0.094058,0.173862,0.592238,0.875468,5.0,7.0,0.5,0.866025,six_months
Knit Shorts #01117,black,shorts,knit,2,0.632381,0.345562,0.162334,0.380092,0.094058,0.173862,0.592238,0.788501,0.483332,4.0,8.0,0.866025,0.5,three_months
Knit Shorts #01118,black,shorts,knit,3,0.632381,0.345562,0.162334,0.380092,0.173862,0.592238,0.788501,1.0,0.082702,3.0,9.0,1.0,0.0,three_months
Knit Shorts #01119,black,shorts,knit,4,0.632381,0.345562,0.162334,0.380092,0.592238,0.788501,1.0,0.875468,0.077994,2.0,10.0,0.866025,-0.5,next_month
Knit Shorts #01120,black,shorts,knit,5,0.632381,0.345562,0.162334,0.380092,0.788501,1.0,0.875468,0.483332,0.052802,1.0,11.0,0.5,-0.866025,next_week
Knit Shorts #01121,black,shorts,knit,6,0.632381,0.345562,0.162334,0.380092,1.0,0.875468,0.483332,0.082702,0.07143,0.0,0.0,0.0,-1.0,current
Knit Shorts #01122,black,shorts,knit,7,0.632381,0.345562,0.162334,0.380092,0.875468,0.483332,0.082702,0.077994,0.072108,11.0,1.0,-0.5,-0.866025,six_months
Knit Shorts #01123,black,shorts,knit,8,0.632381,0.345562,0.162334,0.380092,0.483332,0.082702,0.077994,0.052802,0.094058,10.0,2.0,-0.866025,-0.5,six_months
Knit Shorts #01124,black,shorts,knit,9,0.632381,0.345562,0.162334,0.380092,0.082702,0.077994,0.052802,0.07143,0.173862,9.0,3.0,-1.0,-0.0,six_months
Knit Shorts #01125,black,shorts,knit,10,0.632381,0.345562,0.162334,0.380092,0.077994,0.052802,0.07143,0.072108,0.592238,8.0,4.0,-0.866025,0.5,six_months
Knit Shorts #01126,black,shorts,knit,11,0.632381,0.345562,0.162334,0.380092,0.052802,0.07143,0.072108,0.094058,0.788501,7.0,5.0,-0.5,0.866025,six_months
Knit Shorts #01127,black,shorts,knit,12,0.632381,0.345562,0.162334,0.380092,0.07143,0.072108,0.094058,0.173862,1.0,6.0,6.0,-0.0,1.0,six_months
Leather Shorts #01128,black,shorts,leather,1,0.632381,0.345562,0.139401,0.372448,0.044832,0.096026,0.054131,0.03568,0.016433,9.0,3.0,0.5,0.866025,six_months
Leather Shorts #01129,black,shorts,leather,2,0.632381,0.345562,0.139401,0.372448,0.096026,0.054131,0.03568,0.090283,0.197634,8.0,4.0,0.866025,0.5,six_months
Leather Shorts #01130,black,shorts,leather,3,0.632381,0.345562,0.139401,0.372448,0.054131,0.03568,0.090283,0.048248,0.617004,7.0,5.0,1.0,0.0,six_months
Leather Shorts #01131,black,shorts,leather,4,0.632381,0.345562,0.139401,0.372448,0.03568,0.090283,0.048248,0.016433,1.0,6.0,6.0,0.866025,-0.5,six_months
Leather Shorts #01132,black,shorts,leather,5,0.632381,0.345562,0.139401,0.372448,0.090283,0.048248,0.016433,0.197634,0.585907,5.0,7.0,0.5,-0.866025,six_months
Leather Shorts #01133,black,shorts,leather,6,0.632381,0.345562,0.139401,0.372448,0.048248,0.016433,0.197634,0.617004,0.203799,4.0,8.0,0.0,-1.0,three_months
Leather Shorts #01134,black,shorts,leather,7,0.632381,0.345562,0.139401,0.372448,0.016433,0.197634,0.617004,1.0,0.044832,3.0,9.0,-0.5,-0.866025,three_months
Leather Shorts #01135,black,shorts,leather,8,0.632381,0.345562,0.139401,0.372448,0.197634,0.617004,1.0,0.585907,0.096026,2.0,10.0,-0.866025,-0.5,next_month
Leather Shorts #01136,black,shorts,leather,9,0.632381,0.345562,0.139401,0.372448,0.617004,1.0,0.585907,0.203799,0.054131,1.0,11.0,-1.0,-0.0,next_week
Leather Shorts #01137,black,shorts,leather,10,0.632381,0.345562,0.139401,0.372448,1.0,0.585907,0.203799,0.044832,0.03568,0.0,0.0,-0.866025,0.5,current
Leather Shorts #01138,black,shorts,leather,11,0.632381,0.345562,0.139401,0.372448,0.585907,0.203799,0.044832,0.096026,0.090283,11.0,1.0,-0.5,0.866025,six_months
Leather Shorts #01139,black,shorts,leather,12,0.632381,0.345562,0.139401,0.372448,0.203799,0.044832,0.096026,0.054131,0.048248,10.0,2.0,-0.0,1.0,six_months
Linen Shorts #01140,black,shorts,linen,1,0.632381,0.345562,0.33887,0.438938,0.125676,0.1106,0.074268,0.333225,0.976952,5.0,7.0,0.5,0.866025,six_months
Linen Shorts #01141,black,shorts,linen,2,0.632381,0.345562,0.33887,0.438938,0.1106,0.074268,0.333225,0.484604,0.829753,4.0,8.0,0.866025,0.5,three_months
Linen Shorts #01142,black,shorts,linen,3,0.632381,0.345562,0.33887,0.438938,0.074268,0.333225,0.484604,1.0,0.092977,3.0,9.0,1.0,0.0,three_months
Linen Shorts #01143,black,shorts,linen,4,0.632381,0.345562,0.33887,0.438938,0.333225,0.484604,1.0,0.976952,0.074096,2.0,10.0,0.866025,-0.5,next_month
Linen Shorts #01144,black,shorts,linen,5,0.632381,0.345562,0.33887,0.438938,0.484604,1.0,0.976952,0.829753,0.062879,1.0,11.0,0.5,-0.866025,next_week
Linen Shorts #01145,black,shorts,linen,6,0.632381,0.345562,0.33887,0.438938,1.0,0.976952,0.829753,0.092977,0.075685,0.0,0.0,0.0,-1.0,current
Linen Shorts #01146,black,shorts,linen,7,0.632381,0.345562,0.33887,0.438938,0.976952,0.829753,0.092977,0.074096,0.125676,11.0,1.0,-0.5,-0.866025,six_months
Linen Shorts #01147,black,shorts,linen,8,0.632381,0.345562,0.33887,0.438938,0.829753,0.092977,0.074096,0.062879,0.1106,10.0,2.0,-0.866025,-0.5,six_months
Linen Shorts #01148,black,shorts,linen,9,0.632381,0.345562,0.33887,0.438938,0.092977,0.074096,0.062879,0.075685,0.074268,9.0,3.0,-1.0,-0.0,six_months
Linen Shorts #01149,black,shorts,linen,10,0.632381,0.345562,0.33887,0.438938,0.074096,0.062879,0.075685,0.125676,0.333225,8.0,4.0,-0.866025,0.5,six_months
Linen Shorts #01150,black,shorts,linen,11,0.632381,0.345562,0.33887,0.438938,0.062879,0.075685,0.125676,0.1106,0.484604,7.0,5.0,-0.5,0.866025,six_months
Linen Shorts #01151,black,shorts,linen,12,0.632381,0.345562,0.33887,0.438938,0.075685,0.125676,0.1106,0.074268,1.0,6.0,6.0,-0.0,1.0,six_months
Polyester Shorts #01152,black,shorts,polyester,1,0.632381,0.345562,0.20331,0.393751,0.083395,0.114153,0.19128,0.427569,0.816649,5.0,7.0,0.5,0.866025,six_months
Polyester Shorts #01153,black,shorts,polyester,2,0.632381,0.345562,0.20331,0.393751,0.114153,0.19128,0.427569,0.511363,0.640589,4.0,8.0,0.866025,0.5,three_months
Polyester Shorts #01154,black,shorts,polyester,3,0.632381,0.345562,0.20331,0.393751,0.19128,0.427569,0.511363,1.0,0.101424,3.0,9.0,1.0,0.0,three_months
Polyester Shorts #01155,black,shorts,polyester,4,0.632381,0.345562,0.20331,0.393751,0.427569,0.511363,1.0,0.816649,0.077471,2.0,10.0,0.866025,-0.5,next_month
Polyester Shorts #01156,black,shorts,polyester,5,0.632381,0.345562,0.20331,0.393751,0.511363,1.0,0.816649,0.640589,0.05717,1.0,11.0,0.5,-0.866025,next_week
Polyester Shorts #01157,black,shorts,polyester,6,0.632381,0.345562,0.20331,0.393751,1.0,0.816649,0.640589,0.101424,0.046198,0.0,0.0,0.0,-1.0,current
Polyester Shorts #01158,black,shorts,polyester,7,0.632381,0.345562,0.20331,0.393751,0.816649,0.640589,0.101424,0.077471,0.083395,11.0,1.0,-0.5,-0.866025,six_months
Polyester Shorts #01159,black,shorts,polyester,8,0.632381,0.345562,0.20331,0.393751,0.640589,0.101424,0.077471,0.05717,0.114153,10.0,2.0,-0.866025,-0.5,six_months
Polyester Shorts #01160,black,shorts,polyester,9,0.632381,0.345562,0.20331,0.393751,0.101424,0.077471,0.05717,0.046198,0.19128,9.0,3.0,-1.0,-0.0,six_months
Polyester Shorts #01161,black,shorts,polyester,10,0.632381,0.345562,0.20331,0.393751,0.077471,0.05717,0.046198,0.083395,0.427569,8.0,4.0,-0.866025,0.5,six_months
Polyester Shorts #01162,black,shorts,polyester,11,0.632381,0.345562,0.20331,0.393751,0.05717,0.046198,0.083395,0.114153,0.511363,7.0,5.0,-0.5,0.866025,six_months
Polyester Shorts #01163,black,shorts,polyester,12,0.632381,0.345562,0.20331,0.393751,0.046198,0.083395,0.114153,0.19128,1.0,6.0,6.0,-0.0,1.0,six_months
Wool Shorts #01176,black,shorts,wool,1,0.632381,0.345562,0.168642,0.382195,0.0,0.106046,0.173694,0.89724,0.455855,4.0,8.0,0.5,0.866025,three_months
Wool Shorts #01177,black,shorts,wool,2,0.632381,0.345562,0.168642,0.382195,0.106046,0.173694,0.89724,1.0,0.743938,3.0,9.0,0.866025,0.5,next_month
Wool Shorts #01178,black,shorts,wool,3,0.632381,0.345562,0.168642,0.382195,0.173694,0.89724,1.0,0.891487,0.186547,2.0,10.0,1.0,0.0,next_week
Wool Shorts #01179,black,shorts,wool,4,0.632381,0.345562,0.168642,0.382195,0.89724,1.0,0.891487,0.455855,0.0,1.0,11.0,0.866025,-0.5,current
Wool Shorts #01180,black,shorts,wool,5,0.632381,0.345562,0.168642,0.382195,1.0,0.891487,0.455855,0.743938,0.010826,0.0,0.0,0.5,-0.866025,six_months
Wool Shorts #01181,black,shorts,wool,6,0.632381,0.345562,0.168642,0.382195,0.891487,0.455855,0.743938,0.186547,0.01318,11.0,1.0,0.0,-1.0,six_months
Wool Shorts #01182,black,shorts,wool,7,0.632381,0.345562,0.168642,0.382195,0.455855,0.743938,0.186547,0.0,0.0,10.0,2.0,-0.5,-0.866025,six_months
Wool Shorts #01183,black,shorts,wool,8,0.632381,0.345562,0.168642,0.382195,0.743938,0.186547,0.0,0.010826,0.106046,9.0,3.0,-0.866025,-0.5,six_months
Wool Shorts #01184,black,shorts,wool,9,0.632381,0.345562,0.168642,0.382195,0.186547,0.0,0.010826,0.01318,0.173694,8.0,4.0,-1.0,-0.0,six_months
Wool Shorts #01185,black,shorts,wool,10,0.632381,0.345562,0.168642,0.382195,0.0,0.010826,0.01318,0.0,0.89724,7.0,5.0,-0.866025,0.5,six_months
Wool Shorts #01186,black,shorts,wool,11,0.632381,0.345562,0.168642,0.382195,0.010826,0.01318,0.0,0.106046,1.0,6.0,6.0,-0.5,0.866025,six_months
Wool Shorts #01187,black,shorts,wool,12,0.632381,0.345562,0.168642,0.382195,0.01318,0.0,0.106046,0.173694,0.891487,5.0,7.0,-0.0,1.0,three_months
Denim Skirt #01200,black,skirt,denim,1,0.632381,0.133143,0.685824,0.483783,0.922877,0.710442,0.661164,0.78432,0.992458,7.0,5.0,0.5,0.866025,six_months
Denim Skirt #01201,black,skirt,denim,2,0.632381,0.133143,0.685824,0.483783,0.710442,0.661164,0.78432,0.717356,1.0,6.0,6.0,0.866025,0.5,six_months
Denim Skirt #01202,black,skirt,denim,3,0.632381,0.133143,0.685824,0.483783,0.661164,0.78432,0.717356,0.942749,0.566402,5.0,7.0,1.0,0.0,six_months
Denim Skirt #01203,black,skirt,denim,4,0.632381,0.133143,0.685824,0.483783,0.78432,0.717356,0.942749,0.992458,0.690426,4.0,8.0,0.866025,-0.5,three_months
Denim Skirt #01204,black,skirt,denim,5,0.632381,0.133143,0.685824,0.483783,0.717356,0.942749,0.992458,1.0,0.572753,3.0,9.0,0.5,-0.866025,three_months
Denim Skirt #01205,black,skirt,denim,6,0.632381,0.133143,0.685824,0.483783,0.942749,0.992458,1.0,0.566402,0.793262,2.0,10.0,0.0,-1.0,next_month
Denim Skirt #01206,black,skirt,denim,7,0.632381,0.133143,0.685824,0.483783,0.992458,1.0,0.566402,0.690426,0.922877,1.0,11.0,-0.5,-0.866025,next_week
Denim Skirt #01207,black,skirt,denim,8,0.632381,0.133143,0.685824,0.483783,1.0,0.566402,0.690426,0.572753,0.710442,0.0,0.0,-0.866025,-0.5,current
Denim Skirt #01208,black,skirt,denim,9,0.632381,0.133143,0.685824,0.483783,0.566402,0.690426,0.572753,0.793262,0.661164,11.0,1.0,-1.0,-0.0,six_months
Denim Skirt #01209,black,skirt,denim,10,0.632381,0.133143,0.685824,0.483783,0.690426,0.572753,0.793262,0.922877,0.78432,10.0,2.0,-0.866025,0.5,six_months
Denim Skirt #01210,black,skirt,denim,11,0.632381,0.133143,0.685824,0.483783,0.572753,0.793262,0.922877,0.710442,0.717356,9.0,3.0,-0.5,0.866025,six_months
Denim Skirt #01211,black,skirt,denim,12,0.632381,0.133143,0.685824,0.483783,0.793262,0.922877,0.710442,0.661164,0.942749,8.0,4.0,-0.0,1.0,six_months
Knit Skirt #01212,black,skirt,knit,1,0.632381,0.133143,0.162334,0.309286,0.824387,0.922893,0.941359,0.746645,0.648358,11.0,1.0,0.5,0.866025,six_months
Knit Skirt #01213,black,skirt,knit,2,0.632381,0.133143,0.162334,0.309286,0.922893,0.941359,0.746645,0.742813,0.915414,10.0,2.0,0.866025,0.5,six_months
Knit Skirt #01214,black,skirt,knit,3,0.632381,0.133143,0.162334,0.309286,0.941359,0.746645,0.742813,0.710466,0.813377,9.0,3.0,1.0,0.0,six_months
Knit Skirt #01215,black,skirt,knit,4,0.632381,0.133143,0.162334,0.309286,0.746645,0.742813,0.710466,0.648358,0.740068,8.0,4.0,0.866025,-0.5,six_months
Knit Skirt #01216,black,skirt,knit,5,0.632381,0.133143,0.162334,0.309286,0.742813,0.710466,0.648358,0.915414,0.734678,7.0,5.0,0.5,-0.866025,six_months
Knit Skirt #01217,black,skirt,knit,6,0.632381,0.133143,0.162334,0.309286,0.710466,0.648358,0.915414,0.813377,1.0,6.0,6.0,0.0,-1.0,six_months
Knit Skirt #01218,black,skirt,knit,7,0.632381,0.133143,0.162334,0.309286,0.648358,0.915414,0.813377,0.740068,0.824387,5.0,7.0,-0.5,-0.866025,six_months
Knit Skirt #01219,black,skirt,knit,8,0.632381,0.133143,0.162334,0.309286,0.915414,0.813377,0.740068,0.734678,0.922893,4.0,8.0,-0.866025,-0.5,three_months
Knit Skirt #01220,black,skirt,knit,9,0.632381,0.133143,0.162334,0.309286,0.813377,0.740068,0.734678,1.0,0.941359,3.0,9.0,-1.0,-0.0,three_months
Knit Skirt #01221,black,skirt,knit,10,0.632381,0.133143,0.162334,0.309286,0.740068,0.734678,1.0,0.824387,0.746645,2.0,10.0,-0.866025,0.5,next_month
Knit Skirt #01222,black,skirt,knit,11,0.632381,0.133143,0.162334,0.309286,0.734678,1.0,0.824387,0.922893,0.742813,1.0,11.0,-0.5,0.866025,next_week
Knit Skirt #01223,black,skirt,knit,12,0.632381,0.133143,0.162334,0.309286,1.0,0.824387,0.922893,0.941359,0.710466,0.0,0.0,-0.0,1.0,current
Polyester Skirt #01248,black,skirt,polyester,1,0.632381,0.133143,0.20331,0.322945,0.011668,0.0,0.473402,1.0,0.173768,3.0,9.0,0.5,0.866025,three_months
Polyester Skirt #01249,black,skirt,polyester,2,0.632381,0.133143,0.20331,0.322945,0.0,0.473402,1.0,0.657525,0.588133,2.0,10.0,0.866025,0.5,next_month
Polyester Skirt #01250,black,skirt,polyester,3,0.632381,0.133143,0.20331,0.322945,0.473402,1.0,0.657525,0.304498,0.827327,1.0,11.0,1.0,0.0,next_week
Polyester Skirt #01251,black,skirt,polyester,4,0.632381,0.133143,0.20331,0.322945,1.0,0.657525,0.304498,0.173768,0.029352,0.0,0.0,0.866025,-0.5,current
Polyester Skirt #01252,black,skirt,polyester,5,0.632381,0.133143,0.20331,0.322945,0.657525,0.304498,0.173768,0.588133,0.047489,11.0,1.0,0.5,-0.866025,six_months
Polyester Skirt #01253,black,skirt,polyester,6,0.632381,0.133143,0.20331,0.322945,0.304498,0.173768,0.588133,0.827327,0.032336,10.0,2.0,0.0,-1.0,six_months
Polyester Skirt #01254,black,skirt,polyester,7,0.632381,0.133143,0.20331,0.322945,0.173768,0.588133,0.827327,0.029352,0.011668,9.0,3.0,-0.5,-0.866025,six_months
Polyester Skirt #01255,black,skirt,polyester,8,0.632381,0.133143,0.20331,0.322945,0.588133,0.827327,0.029352,0.047489,0.0,8.0,4.0,-0.866025,-0.5,six_months
Polyester Skirt #01256,black,skirt,polyester,9,0.632381,0.133143,0.20331,0.322945,0.827327,0.029352,0.047489,0.032336,0.473402,7.0,5.0,-1.0,-0.0,six_months
Polyester Skirt #01257,black,skirt,polyester,10,0.632381,0.133143,0.20331,0.322945,0.029352,0.047489,0.032336,0.011668,1.0,6.0,6.0,-0.866025,0.5,six_months
Polyester Skirt #01258,black,skirt,polyester,11,0.632381,0.133143,0.20331,0.322945,0.047489,0.032336,0.011668,0.0,0.657525,5.0,7.0,-0.5,0.866025,six_months
Polyester Skirt #01259,black,skirt,polyester,12,0.632381,0.133143,0.20331,0.322945,0.032336,0.011668,0.0,0.473402,0.304498,4.0,8.0,-0.0,1.0,three_months
Cotton Tops #01284,black,tops,cotton,1,0.632381,0.700476,0.787792,0.706883,0.723063,0.842717,0.931715,0.87226,1.0,6.0,6.0,0.5,0.866025,six_months
Cotton Tops #01285,black,tops,cotton,2,0.632381,0.700476,0.787792,0.706883,0.842717,0.931715,0.87226,0.824924,0.97354,5.0,7.0,0.866025,0.5,six_months
Cotton Tops #01286,black,tops,cotton,3,0.632381,0.700476,0.787792,0.706883,0.931715,0.87226,0.824924,0.931967,0.752662,4.0,8.0,1.0,0.0,three_months
Cotton Tops #01287,black,tops,cotton,4,0.632381,0.700476,0.787792,0.706883,0.87226,0.824924,0.931967,1.0,0.68156,3.0,9.0,0.866025,-0.5,three_months
Cotton Tops #01288,black,tops,cotton,5,0.632381,0.700476,0.787792,0.706883,0.824924,0.931967,1.0,0.97354,0.675164,2.0,10.0,0.5,-0.866025,next_month
Cotton Tops #01289,black,tops,cotton,6,0.632381,0.700476,0.787792,0.706883,0.931967,1.0,0.97354,0.752662,0.631669,1.0,11.0,0.0,-1.0,next_week
Cotton Tops #01290,black,tops,cotton,7,0.632381,0.700476,0.787792,0.706883,1.0,0.97354,0.752662,0.68156,0.723063,0.0,0.0,-0.5,-0.866025,current
Cotton Tops #01291,black,tops,cotton,8,0.632381,0.700476,0.787792,0.706883,0.97354,0.752662,0.68156,0.675164,0.842717,11.0,1.0,-0.866025,-0.5,six_months
Cotton Tops #01292,black,tops,cotton,9,0.632381,0.700476,0.787792,0.706883,0.752662,0.68156,0.675164,0.631669,0.931715,10.0,2.0,-1.0,-0.0,six_months
Cotton Tops #01293,black,tops,cotton,10,0.632381,0.700476,0.787792,0.706883,0.68156,0.675164,0.631669,0.723063,0.87226,9.0,3.0,-0.866025,0.5,six_months
Cotton Tops #01294,black,tops,cotton,11,0.632381,0.700476,0.787792,0.706883,0.675164,0.631669,0.723063,0.842717,0.824924,8.0,4.0,-0.5,0.866025,six_months
Cotton Tops #01295,black,tops,cotton,12,0.632381,0.700476,0.787792,0.706883,0.631669,0.723063,0.842717,0.931715,0.931967,7.0,5.0,-0.0,1.0,six_months
Denim Tops #01296,black,tops,denim,1,0.632381,0.700476,0.685824,0.672894,0.218954,0.208879,0.188879,0.15291,0.184897,8.0,4.0,0.5,0.866025,six_months
Denim Tops #01297,black,tops,denim,2,0.632381,0.700476,0.685824,0.672894,0.208879,0.188879,0.15291,0.12207,0.435781,7.0,5.0,0.866025,0.5,six_months
Denim Tops #01298,black,tops,denim,3,0.632381,0.700476,0.685824,0.672894,0.188879,0.15291,0.12207,0.45329,1.0,6.0,6.0,1.0,0.0,six_months
Denim Tops #01299,black,tops,denim,4,0.632381,0.700476,0.685824,0.672894,0.15291,0.12207,0.45329,0.184897,0.243865,5.0,7.0,0.866025,-0.5,six_months
Denim Tops #01300,black,tops,denim,5,0.632381,0.700476,0.685824,0.672894,0.12207,0.45329,0.184897,0.435781,0.277991,4.0,8.0,0.5,-0.866025,three_months
Denim Tops #01301,black,tops,denim,6,0.632381,0.700476,0.685824,0.672894,0.45329,0.184897,0.435781,1.0,0.189276,3.0,9.0,0.0,-1.0,three_months
Denim Tops #01302,black,tops,denim,7,0.632381,0.700476,0.685824,0.672894,0.184897,0.435781,1.0,0.243865,0.218954,2.0,10.0,-0.5,-0.866025,next_month
Denim Tops #01303,black,tops,denim,8,0.632381,0.700476,0.685824,0.672894,0.435781,1.0,0.243865,0.277991,0.208879,1.0,11.0,-0.866025,-0.5,next_week
Denim Tops #01304,black,tops,denim,9,0.632381,0.700476,0.685824,0.672894,1.0,0.243865,0.277991,0.189276,0.188879,0.0,0.0,-1.0,-0.0,current
Denim Tops #01305,black,tops,denim,10,0.632381,0.700476,0.685824,0.672894,0.243865,0.277991,0.189276,0.218954,0.15291,11.0,1.0,-0.866025,0.5,six_months
Denim Tops #01306,black,tops,denim,11,0.632381,0.700476,0.685824,0.672894,0.277991,0.189276,0.218954,0.208879,0.12207,10.0,2.0,-0.5,0.866025,six_months
Denim Tops #01307,black,tops,denim,12,0.632381,0.700476,0.685824,0.672894,0.189276,0.218954,0.208879,0.188879,0.45329,9.0,3.0,-0.0,1.0,six_months
Polyester Tops #01344,black,tops,polyester,1,0.632381,0.700476,0.20331,0.512056,1.0,0.874996,0.85005,0.74031,0.727778,0.0,0.0,0.5,0.866025,current
Polyester Tops #01345,black,tops,polyester,2,0.632381,0.700476,0.20331,0.512056,0.874996,0.85005,0.74031,0.729279,0.821024,11.0,1.0,0.866025,0.5,six_months
Polyester Tops #01346,black,tops,polyester,3,0.632381,0.700476,0.20331,0.512056,0.85005,0.74031,0.729279,0.67896,0.824973,10.0,2.0,1.0,0.0,six_months
Polyester Tops #01347,black,tops,polyester,4,0.632381,0.700476,0.20331,0.512056,0.74031,0.729279,0.67896,0.727778,0.562456,9.0,3.0,0.866025,-0.5,six_months
Polyester Tops #01348,black,tops,polyester,5,0.632381,0.700476,0.20331,0.512056,0.729279,0.67896,0.727778,0.821024,0.457507,8.0,4.0,0.5,-0.866025,six_months
Polyester Tops #01349,black,tops,polyester,6,0.632381,0.700476,0.20331,0.512056,0.67896,0.727778,0.821024,0.824973,0.591299,7.0,5.0,0.0,-1.0,six_months
Polyester Tops #01350,black,tops,polyester,7,0.632381,0.700476,0.20331,0.512056,0.727778,0.821024,0.824973,0.562456,1.0,6.0,6.0,-0.5,-0.866025,six_months
