split,item_name,color,category,material,color_current,category_current,material_current,avg_current,best_timeframe
train,Silk Pants #0302,gray,pants,silk,0.757458,0.884088,0.923628,0.855058,current
train,Silk Shorts #0303,white,shorts,silk,0.444991,0.629479,0.923628,0.666033,current
train,Linen Accessories #0304,white,accessories,linen,0.444991,0.794868,0.369073,0.536311,next_week
train,Cotton Pants #0305,navy,pants,cotton,0.165302,0.884088,0.618498,0.555963,next_week
train,Linen Shorts #0306,navy,shorts,linen,0.165302,0.629479,0.369073,0.387951,next_month
train,Leather Accessories #0307,red,accessories,leather,0.677631,0.794868,0.225175,0.565891,next_week
train,Silk Accessories #0308,navy,accessories,silk,0.165302,0.794868,0.923628,0.627933,next_week
train,Wool Pants #0309,navy,pants,wool,0.165302,0.884088,0.853809,0.6344,next_week
train,Silk Dress #0310,brown,dress,silk,0.455347,0.449073,0.923628,0.609349,next_week
train,Denim Pants #0311,purple,pants,denim,0.383718,0.884088,0.732279,0.666695,current
train,Knit Skirt #0312,pink,skirt,knit,0.735026,0.790485,0.470049,0.665187,current
train,Linen Dress #0313,beige,dress,linen,0.92806,0.449073,0.369073,0.582069,next_week
train,Knit Outerwear #0314,navy,outerwear,knit,0.165302,0.549126,0.470049,0.394826,next_month
train,Wool Tops #0315,red,tops,wool,0.677631,0.254515,0.853809,0.595318,next_week
train,Knit Pants #0316,gray,pants,knit,0.757458,0.884088,0.470049,0.703865,current
train,Cotton Shorts #0317,black,shorts,cotton,0.74656,0.629479,0.618498,0.664846,current
train,Knit Shorts #0318,green,shorts,knit,0.13476,0.629479,0.470049,0.411429,next_month
train,Linen Skirt #0319,blue,skirt,linen,0.822738,0.790485,0.369073,0.660765,current
train,Polyester Outerwear #0320,brown,outerwear,polyester,0.455347,0.549126,0.750545,0.585006,next_week
train,Linen Dress #0321,beige,dress,linen,0.92806,0.449073,0.369073,0.582069,next_week
train,Denim Outerwear #0322,red,outerwear,denim,0.677631,0.549126,0.732279,0.653012,current
train,Cotton Skirt #0323,red,skirt,cotton,0.677631,0.790485,0.618498,0.695538,current
train,Linen Shorts #0324,navy,shorts,linen,0.165302,0.629479,0.369073,0.387951,next_month
train,Linen Pants #0325,white,pants,linen,0.444991,0.884088,0.369073,0.566051,next_week
train,Silk Tops #0326,blue,tops,silk,0.822738,0.254515,0.923628,0.66696,current
train,Leather Outerwear #0327,blue,outerwear,leather,0.822738,0.549126,0.225175,0.532346,six_months
train,Knit Skirt #0328,green,skirt,knit,0.13476,0.790485,0.470049,0.465098,next_month
train,Wool Dress #0329,white,dress,wool,0.444991,0.449073,0.853809,0.582624,next_week
train,Silk Tops #0330,green,tops,silk,0.13476,0.254515,0.923628,0.437634,next_month
train,Linen Tops #0331,brown,tops,linen,0.455347,0.254515,0.369073,0.359645,next_month
train,Linen Dress #0332,green,dress,linen,0.13476,0.449073,0.369073,0.317635,three_months
train,Knit Dress #0333,white,dress,knit,0.444991,0.449073,0.470049,0.454704,next_month
train,Cotton Shorts #0334,pink,shorts,cotton,0.735026,0.629479,0.618498,0.661001,current
train,Leather Accessories #0335,blue,accessories,leather,0.822738,0.794868,0.225175,0.61426,next_week
train,Knit Shorts #0336,black,shorts,knit,0.74656,0.629479,0.470049,0.615363,next_week
train,Linen Accessories #0337,beige,accessories,linen,0.92806,0.794868,0.369073,0.697334,current
train,Linen Accessories #0338,blue,accessories,linen,0.822738,0.794868,0.369073,0.662226,current
train,Cotton Skirt #0339,blue,skirt,cotton,0.822738,0.790485,0.618498,0.743907,current
train,Silk Skirt #0340,gray,skirt,silk,0.757458,0.790485,0.923628,0.823857,current
train,Wool Outerwear #0341,gray,outerwear,wool,0.757458,0.549126,0.853809,0.720131,current
train,Polyester Skirt #0342,beige,skirt,polyester,0.92806,0.790485,0.750545,0.82303,current
train,Polyester Shoes #0343,green,shoes,polyester,0.13476,0.107436,0.750545,0.330914,three_months
train,Knit Skirt #0344,white,skirt,knit,0.444991,0.790485,0.470049,0.568508,next_week
train,Linen Pants #0345,white,pants,linen,0.444991,0.884088,0.369073,0.566051,next_week
train,Linen Pants #0346,gray,pants,linen,0.757458,0.884088,0.369073,0.670206,current
train,Knit Outerwear #0347,green,outerwear,knit,0.13476,0.549126,0.470049,0.384645,next_month
train,Cotton Dress #0348,red,dress,cotton,0.677631,0.449073,0.618498,0.581734,next_week
train,Polyester Skirt #0349,pink,skirt,polyester,0.735026,0.790485,0.750545,0.758685,current
train,Silk Tops #0350,blue,tops,silk,0.822738,0.254515,0.923628,0.66696,current
train,Polyester Shoes #0351,gray,shoes,polyester,0.757458,0.107436,0.750545,0.53848,next_week
train,Cotton Accessories #0352,white,accessories,cotton,0.444991,0.794868,0.618498,0.619452,next_week
train,Wool Pants #0353,red,pants,wool,0.677631,0.884088,0.853809,0.805176,current
train,Cotton Pants #0354,brown,pants,cotton,0.455347,0.884088,0.618498,0.652644,current
train,Leather Dress #0355,pink,dress,leather,0.735026,0.449073,0.225175,0.469758,next_week
train,Leather Accessories #0356,blue,accessories,leather,0.822738,0.794868,0.225175,0.61426,next_week
train,Linen Tops #0357,blue,tops,linen,0.822738,0.254515,0.369073,0.482109,next_month
train,Denim Outerwear #0358,navy,outerwear,denim,0.165302,0.549126,0.732279,0.482236,next_month
train,Cotton Skirt #0359,brown,skirt,cotton,0.455347,0.790485,0.618498,0.621443,next_week
train,Knit Accessories #0360,blue,accessories,knit,0.822738,0.794868,0.470049,0.695885,current
train,Denim Dress #0361,white,dress,denim,0.444991,0.449073,0.732279,0.542114,next_week
train,Polyester Outerwear #0362,pink,outerwear,polyester,0.735026,0.549126,0.750545,0.678232,current
train,Silk Dress #0363,blue,dress,silk,0.822738,0.449073,0.923628,0.731813,current
train,Leather Tops #0364,white,tops,leather,0.444991,0.254515,0.225175,0.308227,three_months
train,Silk Outerwear #0365,black,outerwear,silk,0.74656,0.549126,0.923628,0.739771,current
train,Silk Pants #0366,pink,pants,silk,0.735026,0.884088,0.923628,0.847581,current
train,Silk Dress #0367,black,dress,silk,0.74656,0.449073,0.923628,0.70642,current
train,Silk Accessories #0368,pink,accessories,silk,0.735026,0.794868,0.923628,0.817841,six_months
train,Knit Dress #0369,purple,dress,knit,0.383718,0.449073,0.470049,0.43428,next_month
train,Leather Shoes #0370,pink,shoes,leather,0.735026,0.107436,0.225175,0.355879,next_month
train,Wool Accessories #0371,white,accessories,wool,0.444991,0.794868,0.853809,0.697889,current
train,Knit Dress #0372,blue,dress,knit,0.822738,0.449073,0.470049,0.58062,next_week
train,Knit Skirt #0373,red,skirt,knit,0.677631,0.790485,0.470049,0.646055,next_week
train,Silk Dress #0374,brown,dress,silk,0.455347,0.449073,0.923628,0.609349,next_week
train,Wool Shorts #0375,red,shorts,wool,0.677631,0.629479,0.853809,0.720306,current
train,Leather Dress #0376,white,dress,leather,0.444991,0.449073,0.225175,0.37308,next_month
train,Wool Skirt #0377,green,skirt,wool,0.13476,0.790485,0.853809,0.593018,next_week
train,Silk Pants #0378,purple,pants,silk,0.383718,0.884088,0.923628,0.730478,current
train,Leather Skirt #0379,black,skirt,leather,0.74656,0.790485,0.225175,0.587407,next_week
train,Knit Dress #0380,navy,dress,knit,0.165302,0.449073,0.470049,0.361475,next_month
train,Polyester Dress #0381,blue,dress,polyester,0.822738,0.449073,0.750545,0.674119,current
train,Denim Dress #0382,beige,dress,denim,0.92806,0.449073,0.732279,0.703137,current
train,Linen Accessories #0383,black,accessories,linen,0.74656,0.794868,0.369073,0.636834,next_week
train,Leather Accessories #0384,blue,accessories,leather,0.822738,0.794868,0.225175,0.61426,next_week
train,Linen Shoes #0385,beige,shoes,linen,0.92806,0.107436,0.369073,0.46819,next_month
train,Knit Shoes #0386,navy,shoes,knit,0.165302,0.107436,0.470049,0.247596,three_months
train,Cotton Accessories #0387,gray,accessories,cotton,0.757458,0.794868,0.618498,0.723608,current
train,Denim Dress #0388,pink,dress,denim,0.735026,0.449073,0.732279,0.638793,next_week
train,Leather Skirt #0389,red,skirt,leather,0.677631,0.790485,0.225175,0.56443,next_week
train,Knit Dress #0390,gray,dress,knit,0.757458,0.449073,0.470049,0.55886,next_week
train,Wool Accessories #0391,pink,accessories,wool,0.735026,0.794868,0.853809,0.794568,current
train,Wool Accessories #0392,gray,accessories,wool,0.757458,0.794868,0.853809,0.802045,current
train,Linen Shorts #0393,black,shorts,linen,0.74656,0.629479,0.369073,0.581704,next_week
train,Silk Tops #0394,navy,tops,silk,0.165302,0.254515,0.923628,0.447815,next_month
train,Linen Accessories #0395,white,accessories,linen,0.444991,0.794868,0.369073,0.536311,next_week
train,Leather Skirt #0396,beige,skirt,leather,0.92806,0.790485,0.225175,0.647907,next_week
train,Denim Tops #0397,beige,tops,denim,0.92806,0.254515,0.732279,0.638285,next_week
train,Silk Pants #0398,gray,pants,silk,0.757458,0.884088,0.923628,0.855058,current
train,Linen Skirt #0399,purple,skirt,linen,0.383718,0.790485,0.369073,0.514425,next_week
train,Leather Tops #0400,blue,tops,leather,0.822738,0.254515,0.225175,0.434143,next_month
train,Cotton Dress #0401,green,dress,cotton,0.13476,0.449073,0.618498,0.400777,next_month
train,Linen Shoes #0402,blue,shoes,linen,0.822738,0.107436,0.369073,0.433082,next_month
train,Silk Pants #0403,green,pants,silk,0.13476,0.884088,0.923628,0.647492,next_week
train,Leather Skirt #0404,brown,skirt,leather,0.455347,0.790485,0.225175,0.490336,next_month
train,Cotton Accessories #0405,green,accessories,cotton,0.13476,0.794868,0.618498,0.516042,next_week
train,Leather Shorts #0406,navy,shorts,leather,0.165302,0.629479,0.225175,0.339985,three_months
train,Leather Pants #0407,white,pants,leather,0.444991,0.884088,0.225175,0.518085,next_week
train,Silk Shoes #0408,red,shoes,silk,0.677631,0.107436,0.923628,0.569565,next_week
train,Denim Shorts #0409,pink,shorts,denim,0.735026,0.629479,0.732279,0.698928,current
train,Polyester Tops #0410,pink,tops,polyester,0.735026,0.254515,0.750545,0.580029,next_week
train,Polyester Accessories #0411,white,accessories,polyester,0.444991,0.794868,0.750545,0.663468,current
train,Silk Accessories #0412,purple,accessories,silk,0.383718,0.794868,0.923628,0.700738,current
train,Knit Skirt #0413,white,skirt,knit,0.444991,0.790485,0.470049,0.568508,next_week
train,Denim Pants #0414,brown,pants,denim,0.455347,0.884088,0.732279,0.690571,current
train,Polyester Dress #0415,blue,dress,polyester,0.822738,0.449073,0.750545,0.674119,current
train,Wool Shoes #0416,beige,shoes,wool,0.92806,0.107436,0.853809,0.629768,next_week
train,Leather Outerwear #0417,gray,outerwear,leather,0.757458,0.549126,0.225175,0.510586,next_week
train,Polyester Shorts #0418,brown,shorts,polyester,0.455347,0.629479,0.750545,0.61179,next_week
train,Polyester Skirt #0419,pink,skirt,polyester,0.735026,0.790485,0.750545,0.758685,current
train,Wool Outerwear #0420,black,outerwear,wool,0.74656,0.549126,0.853809,0.716498,current
train,Leather Dress #0421,pink,dress,leather,0.735026,0.449073,0.225175,0.469758,next_month
train,Wool Dress #0422,brown,dress,wool,0.455347,0.449073,0.853809,0.586076,next_week
train,Silk Shorts #0423,gray,shorts,silk,0.757458,0.629479,0.923628,0.770188,current
train,Denim Pants #0424,red,pants,denim,0.677631,0.884088,0.732279,0.764666,current
train,Cotton Skirt #0425,red,skirt,cotton,0.677631,0.790485,0.618498,0.695538,current
train,Wool Shoes #0426,blue,shoes,wool,0.822738,0.107436,0.853809,0.594661,next_week
train,Silk Shoes #0427,black,shoes,silk,0.74656,0.107436,0.923628,0.592541,next_week
train,Linen Dress #0428,black,dress,linen,0.74656,0.449073,0.369073,0.521569,next_week
train,Denim Pants #0429,white,pants,denim,0.444991,0.884088,0.732279,0.687119,current
train,Silk Skirt #0430,brown,skirt,silk,0.455347,0.790485,0.923628,0.723153,current
train,Cotton Tops #0431,pink,tops,cotton,0.735026,0.254515,0.618498,0.536013,next_week
train,Cotton Dress #0432,green,dress,cotton,0.13476,0.449073,0.618498,0.400777,next_month
train,Silk Shoes #0433,pink,shoes,silk,0.735026,0.107436,0.923628,0.588697,next_week
train,Silk Shoes #0434,brown,shoes,silk,0.455347,0.107436,0.923628,0.49547,next_month
train,Polyester Pants #0435,brown,pants,polyester,0.455347,0.884088,0.750545,0.69666,current
train,Silk Shoes #0436,gray,shoes,silk,0.757458,0.107436,0.923628,0.596174,next_week
train,Wool Shorts #0437,brown,shorts,wool,0.455347,0.629479,0.853809,0.646212,current
train,Denim Tops #0438,brown,tops,denim,0.455347,0.254515,0.732279,0.480714,next_month
train,Cotton Pants #0439,gray,pants,cotton,0.757458,0.884088,0.618498,0.753348,current
train,Polyester Shorts #0440,blue,shorts,polyester,0.822738,0.629479,0.750545,0.734254,current
train,Polyester Accessories #0441,brown,accessories,polyester,0.455347,0.794868,0.750545,0.66692,three_months
train,Linen Skirt #0442,white,skirt,linen,0.444991,0.790485,0.369073,0.53485,next_week
train,Polyester Tops #0443,blue,tops,polyester,0.822738,0.254515,0.750545,0.609266,next_week
train,Leather Tops #0444,gray,tops,leather,0.757458,0.254515,0.225175,0.412383,next_month
train,Denim Pants #0445,green,pants,denim,0.13476,0.884088,0.732279,0.583709,next_week
train,Denim Accessories #0446,brown,accessories,denim,0.455347,0.794868,0.732279,0.660831,current
train,Leather Tops #0447,purple,tops,leather,0.383718,0.254515,0.225175,0.287803,three_months
train,Polyester Dress #0448,blue,dress,polyester,0.822738,0.449073,0.750545,0.674119,current
train,Knit Dress #0449,beige,dress,knit,0.92806,0.449073,0.470049,0.615727,next_week
train,Knit Skirt #0450,gray,skirt,knit,0.757458,0.790485,0.470049,0.672664,current
train,Linen Accessories #0451,green,accessories,linen,0.13476,0.794868,0.369073,0.4329,next_month
train,Cotton Pants #0452,green,pants,cotton,0.13476,0.884088,0.618498,0.545782,next_week
train,Polyester Accessories #0453,gray,accessories,polyester,0.757458,0.794868,0.750545,0.767624,current
train,Silk Shorts #0454,beige,shorts,silk,0.92806,0.629479,0.923628,0.827056,current
train,Silk Shoes #0455,gray,shoes,silk,0.757458,0.107436,0.923628,0.596174,next_week
train,Cotton Outerwear #0456,red,outerwear,cotton,0.677631,0.549126,0.618498,0.615085,next_week
train,Denim Pants #0457,navy,pants,denim,0.165302,0.884088,0.732279,0.59389,next_week
train,Knit Dress #0458,white,dress,knit,0.444991,0.449073,0.470049,0.454704,next_month
train,Denim Accessories #0459,gray,accessories,denim,0.757458,0.794868,0.732279,0.761535,next_week
train,Cotton Accessories #0460,blue,accessories,cotton,0.822738,0.794868,0.618498,0.745368,current
train,Knit Dress #0461,red,dress,knit,0.677631,0.449073,0.470049,0.532251,next_week
train,Leather Outerwear #0462,black,outerwear,leather,0.74656,0.549126,0.225175,0.506954,next_week
train,Polyester Shoes #0463,brown,shoes,polyester,0.455347,0.107436,0.750545,0.437776,next_month
train,Linen Accessories #0464,navy,accessories,linen,0.165302,0.794868,0.369073,0.443081,three_months
train,Knit Pants #0465,gray,pants,knit,0.757458,0.884088,0.470049,0.703865,current
train,Silk Accessories #0466,blue,accessories,silk,0.822738,0.794868,0.923628,0.847078,current
train,Leather Skirt #0467,navy,skirt,leather,0.165302,0.790485,0.225175,0.393654,next_month
train,Silk Pants #0468,brown,pants,silk,0.455347,0.884088,0.923628,0.754354,current
train,Leather Accessories #0469,green,accessories,leather,0.13476,0.794868,0.225175,0.384934,next_month
train,Polyester Accessories #0470,white,accessories,polyester,0.444991,0.794868,0.750545,0.663468,current
train,Polyester Tops #0471,purple,tops,polyester,0.383718,0.254515,0.750545,0.462926,next_month
train,Leather Pants #0472,white,pants,leather,0.444991,0.884088,0.225175,0.518085,next_week
train,Leather Accessories #0473,blue,accessories,leather,0.822738,0.794868,0.225175,0.61426,next_week
train,Leather Shorts #0474,beige,shorts,leather,0.92806,0.629479,0.225175,0.594238,next_week
train,Cotton Shoes #0475,navy,shoes,cotton,0.165302,0.107436,0.618498,0.297079,three_months
train,Polyester Pants #0476,brown,pants,polyester,0.455347,0.884088,0.750545,0.69666,current
train,Denim Accessories #0477,navy,accessories,denim,0.165302,0.794868,0.732279,0.56415,next_week
train,Silk Tops #0478,white,tops,silk,0.444991,0.254515,0.923628,0.541045,next_week
train,Linen Shoes #0479,beige,shoes,linen,0.92806,0.107436,0.369073,0.46819,next_month
train,Silk Shorts #0480,blue,shorts,silk,0.822738,0.629479,0.923628,0.791948,current
train,Cotton Shoes #0481,black,shoes,cotton,0.74656,0.107436,0.618498,0.490831,next_month
train,Polyester Accessories #0482,black,accessories,polyester,0.74656,0.794868,0.750545,0.763991,current
train,Polyester Outerwear #0483,brown,outerwear,polyester,0.455347,0.549126,0.750545,0.585006,next_week
train,Cotton Shorts #0484,purple,shorts,cotton,0.383718,0.629479,0.618498,0.543898,next_week
train,Polyester Shorts #0485,beige,shorts,polyester,0.92806,0.629479,0.750545,0.769361,current
train,Leather Shorts #0486,blue,shorts,leather,0.822738,0.629479,0.225175,0.559131,next_week
train,Denim Dress #0487,pink,dress,denim,0.735026,0.449073,0.732279,0.638793,next_week
train,Wool Tops #0488,gray,tops,wool,0.757458,0.254515,0.853809,0.621927,next_week
train,Silk Shorts #0489,pink,shorts,silk,0.735026,0.629479,0.923628,0.762711,current
train,Wool Accessories #0490,gray,accessories,wool,0.757458,0.794868,0.853809,0.802045,current
train,Wool Dress #0491,blue,dress,wool,0.822738,0.449073,0.853809,0.70854,current
train,Denim Tops #0492,gray,tops,denim,0.757458,0.254515,0.732279,0.581417,next_week
train,Cotton Shorts #0493,black,shorts,cotton,0.74656,0.629479,0.618498,0.664846,current
train,Polyester Accessories #0494,pink,accessories,polyester,0.735026,0.794868,0.750545,0.760146,current
train,Cotton Shoes #0495,green,shoes,cotton,0.13476,0.107436,0.618498,0.286898,three_months
train,Denim Tops #0496,pink,tops,denim,0.735026,0.254515,0.732279,0.57394,next_week
train,Leather Outerwear #0497,pink,outerwear,leather,0.735026,0.549126,0.225175,0.503109,next_week
train,Cotton Skirt #0498,red,skirt,cotton,0.677631,0.790485,0.618498,0.695538,current
train,Polyester Pants #0499,navy,pants,polyester,0.165302,0.884088,0.750545,0.599978,next_week
train,Polyester Skirt #0500,pink,skirt,polyester,0.735026,0.790485,0.750545,0.758685,current
train,Silk Pants #0501,green,pants,silk,0.13476,0.884088,0.923628,0.647492,next_week
train,Denim Skirt #0502,red,skirt,denim,0.677631,0.790485,0.732279,0.733465,current
train,Leather Pants #0503,pink,pants,leather,0.735026,0.884088,0.225175,0.614763,next_week
train,Denim Tops #0504,pink,tops,denim,0.735026,0.254515,0.732279,0.57394,next_week
train,Wool Outerwear #0505,black,outerwear,wool,0.74656,0.549126,0.853809,0.716498,current
train,Silk Shoes #0506,brown,shoes,silk,0.455347,0.107436,0.923628,0.49547,next_month
train,Leather Shoes #0507,gray,shoes,leather,0.757458,0.107436,0.225175,0.363356,next_month
train,Knit Shoes #0508,purple,shoes,knit,0.383718,0.107436,0.470049,0.320401,three_months
train,Linen Dress #0509,beige,dress,linen,0.92806,0.449073,0.369073,0.582069,next_week
train,Cotton Dress #0510,brown,dress,cotton,0.455347,0.449073,0.618498,0.507639,next_week
train,Denim Outerwear #0511,brown,outerwear,denim,0.455347,0.549126,0.732279,0.578917,next_week
train,Polyester Skirt #0512,navy,skirt,polyester,0.165302,0.790485,0.750545,0.568777,next_week
train,Wool Accessories #0513,black,accessories,wool,0.74656,0.794868,0.853809,0.798412,current
train,Silk Outerwear #0514,black,outerwear,silk,0.74656,0.549126,0.923628,0.739771,current
train,Cotton Accessories #0515,blue,accessories,cotton,0.822738,0.794868,0.618498,0.745368,current
train,Wool Skirt #0516,white,skirt,wool,0.444991,0.790485,0.853809,0.696428,current
train,Leather Outerwear #0517,green,outerwear,leather,0.13476,0.549126,0.225175,0.30302,three_months
train,Knit Outerwear #0518,black,outerwear,knit,0.74656,0.549126,0.470049,0.588578,next_week
train,Cotton Outerwear #0519,beige,outerwear,cotton,0.92806,0.549126,0.618498,0.698561,current
train,Silk Shorts #0520,black,shorts,silk,0.74656,0.629479,0.923628,0.766556,current
train,Silk Tops #0521,purple,tops,silk,0.383718,0.254515,0.923628,0.52062,next_week
train,Wool Pants #0522,purple,pants,wool,0.383718,0.884088,0.853809,0.707205,current
train,Cotton Tops #0523,brown,tops,cotton,0.455347,0.254515,0.618498,0.442787,next_month
train,Leather Tops #0524,navy,tops,leather,0.165302,0.254515,0.225175,0.214997,three_months
train,Cotton Dress #0525,pink,dress,cotton,0.735026,0.449073,0.618498,0.600866,next_week
train,Wool Skirt #0526,pink,skirt,wool,0.735026,0.790485,0.853809,0.793107,current
train,Leather Outerwear #0527,green,outerwear,leather,0.13476,0.549126,0.225175,0.30302,six_months
train,Polyester Shorts #0528,black,shorts,polyester,0.74656,0.629479,0.750545,0.708861,current
train,Cotton Shorts #0529,blue,shorts,cotton,0.822738,0.629479,0.618498,0.690238,current
train,Polyester Dress #0530,green,dress,polyester,0.13476,0.449073,0.750545,0.444793,next_month
train,Knit Skirt #0531,pink,skirt,knit,0.735026,0.790485,0.470049,0.665187,current
train,Knit Outerwear #0532,purple,outerwear,knit,0.383718,0.549126,0.470049,0.467631,next_month
train,Knit Shorts #0533,green,shorts,knit,0.13476,0.629479,0.470049,0.411429,next_month
train,Silk Shoes #0534,pink,shoes,silk,0.735026,0.107436,0.923628,0.588697,next_week
train,Knit Outerwear #0535,red,outerwear,knit,0.677631,0.549126,0.470049,0.565602,next_week
train,Silk Dress #0536,gray,dress,silk,0.757458,0.449073,0.923628,0.710053,current
train,Leather Dress #0537,red,dress,leather,0.677631,0.449073,0.225175,0.450626,next_month
train,Cotton Dress #0538,black,dress,cotton,0.74656,0.449073,0.618498,0.60471,next_week
train,Silk Shoes #0539,blue,shoes,silk,0.822738,0.107436,0.923628,0.617934,next_week
train,Linen Accessories #0540,navy,accessories,linen,0.165302,0.794868,0.369073,0.443081,next_month
train,Linen Pants #0541,green,pants,linen,0.13476,0.884088,0.369073,0.46264,next_month
train,Knit Dress #0542,black,dress,knit,0.74656,0.449073,0.470049,0.555227,next_week
train,Leather Skirt #0543,gray,skirt,leather,0.757458,0.790485,0.225175,0.591039,next_week
train,Wool Skirt #0544,red,skirt,wool,0.677631,0.790485,0.853809,0.773975,current
train,Denim Dress #0545,red,dress,denim,0.677631,0.449073,0.732279,0.619661,next_week
train,Linen Dress #0546,white,dress,linen,0.444991,0.449073,0.369073,0.421046,next_month
train,Cotton Outerwear #0547,blue,outerwear,cotton,0.822738,0.549126,0.618498,0.663454,current
train,Cotton Shoes #0548,gray,shoes,cotton,0.757458,0.107436,0.618498,0.494464,next_month
train,Denim Tops #0549,purple,tops,denim,0.383718,0.254515,0.732279,0.456837,next_month
train,Denim Tops #0550,beige,tops,denim,0.92806,0.254515,0.732279,0.638285,next_week
train,Polyester Pants #0551,gray,pants,polyester,0.757458,0.884088,0.750545,0.797364,current
train,Cotton Tops #0552,pink,tops,cotton,0.735026,0.254515,0.618498,0.536013,next_week
train,Linen Accessories #0553,brown,accessories,linen,0.455347,0.794868,0.369073,0.539763,next_week
train,Silk Dress #0554,purple,dress,silk,0.383718,0.449073,0.923628,0.585473,next_week
train,Silk Shorts #0555,black,shorts,silk,0.74656,0.629479,0.923628,0.766556,current
train,Cotton Shorts #0556,blue,shorts,cotton,0.822738,0.629479,0.618498,0.690238,current
train,Denim Pants #0557,gray,pants,denim,0.757458,0.884088,0.732279,0.791275,current
train,Denim Accessories #0558,purple,accessories,denim,0.383718,0.794868,0.732279,0.636955,next_week
train,Cotton Accessories #0559,gray,accessories,cotton,0.757458,0.794868,0.618498,0.723608,current
train,Denim Shorts #0560,brown,shorts,denim,0.455347,0.629479,0.732279,0.605702,next_week
train,Silk Outerwear #0561,navy,outerwear,silk,0.165302,0.549126,0.923628,0.546019,next_week
train,Silk Shoes #0562,navy,shoes,silk,0.165302,0.107436,0.923628,0.398789,next_month
train,Cotton Skirt #0563,brown,skirt,cotton,0.455347,0.790485,0.618498,0.621443,next_week
train,Linen Skirt #0564,gray,skirt,linen,0.757458,0.790485,0.369073,0.639005,next_week
train,Denim Shoes #0565,beige,shoes,denim,0.92806,0.107436,0.732279,0.589258,next_week
train,Polyester Outerwear #0566,green,outerwear,polyester,0.13476,0.549126,0.750545,0.478144,next_month
train,Leather Dress #0567,black,dress,leather,0.74656,0.449073,0.225175,0.473603,next_month
train,Linen Tops #0568,pink,tops,linen,0.735026,0.254515,0.369073,0.452871,next_month
train,Cotton Accessories #0569,white,accessories,cotton,0.444991,0.794868,0.618498,0.619452,next_week
train,Wool Skirt #0570,purple,skirt,wool,0.383718,0.790485,0.853809,0.676004,current
train,Denim Shoes #0571,purple,shoes,denim,0.383718,0.107436,0.732279,0.407811,next_month
train,Cotton Accessories #0572,red,accessories,cotton,0.677631,0.794868,0.618498,0.696999,current
train,Denim Skirt #0573,pink,skirt,denim,0.735026,0.790485,0.732279,0.752597,current
train,Cotton Dress #0574,beige,dress,cotton,0.92806,0.449073,0.618498,0.66521,current
train,Denim Pants #0575,gray,pants,denim,0.757458,0.884088,0.732279,0.791275,current
train,Wool Shorts #0576,purple,shorts,wool,0.383718,0.629479,0.853809,0.622335,next_week
train,Cotton Accessories #0577,green,accessories,cotton,0.13476,0.794868,0.618498,0.516042,next_week
train,Cotton Accessories #0578,brown,accessories,cotton,0.455347,0.794868,0.618498,0.622904,next_week
train,Silk Accessories #0579,brown,accessories,silk,0.455347,0.794868,0.923628,0.724614,current
train,Wool Shorts #0580,brown,shorts,wool,0.455347,0.629479,0.853809,0.646212,next_week
train,Knit Accessories #0581,brown,accessories,knit,0.455347,0.794868,0.470049,0.573421,next_week
train,Wool Shorts #0582,red,shorts,wool,0.677631,0.629479,0.853809,0.720306,current
train,Silk Accessories #0583,brown,accessories,silk,0.455347,0.794868,0.923628,0.724614,current
train,Linen Pants #0584,purple,pants,linen,0.383718,0.884088,0.369073,0.545626,next_week
train,Linen Shoes #0585,green,shoes,linen,0.13476,0.107436,0.369073,0.203756,three_months
train,Polyester Accessories #0586,beige,accessories,polyester,0.92806,0.794868,0.750545,0.824491,current
train,Polyester Pants #0587,gray,pants,polyester,0.757458,0.884088,0.750545,0.797364,current
train,Linen Dress #0588,red,dress,linen,0.677631,0.449073,0.369073,0.498592,next_month
train,Knit Dress #0589,white,dress,knit,0.444991,0.449073,0.470049,0.454704,next_month
train,Denim Skirt #0590,navy,skirt,denim,0.165302,0.790485,0.732279,0.562689,next_week
train,Denim Accessories #0591,red,accessories,denim,0.677631,0.794868,0.732279,0.734926,current
train,Leather Dress #0592,beige,dress,leather,0.92806,0.449073,0.225175,0.534103,next_week
train,Polyester Skirt #0593,red,skirt,polyester,0.677631,0.790485,0.750545,0.739554,current
train,Leather Shorts #0594,pink,shorts,leather,0.735026,0.629479,0.225175,0.529893,next_week
train,Denim Tops #0595,white,tops,denim,0.444991,0.254515,0.732279,0.477262,next_month
train,Cotton Accessories #0596,gray,accessories,cotton,0.757458,0.794868,0.618498,0.723608,current
train,Knit Dress #0597,black,dress,knit,0.74656,0.449073,0.470049,0.555227,next_week
train,Denim Accessories #0598,brown,accessories,denim,0.455347,0.794868,0.732279,0.660831,current
train,Wool Skirt #0599,green,skirt,wool,0.13476,0.790485,0.853809,0.593018,next_week
train,Cotton Tops #0600,black,tops,cotton,0.74656,0.254515,0.618498,0.539858,three_months
train,Denim Accessories #0601,purple,accessories,denim,0.383718,0.794868,0.732279,0.636955,next_week
train,Knit Shoes #0602,green,shoes,knit,0.13476,0.107436,0.470049,0.237415,three_months
train,Knit Outerwear #0603,brown,outerwear,knit,0.455347,0.549126,0.470049,0.491507,next_month
train,Wool Skirt #0604,beige,skirt,wool,0.92806,0.790485,0.853809,0.857451,next_month
train,Cotton Skirt #0605,red,skirt,cotton,0.677631,0.790485,0.618498,0.695538,current
